ORDERID,ORDERDATE,CUSTOMERID,CUSTOMERNAME,PHONE,EMAIL,PRODUCTID,PRODUCTNAME,CATEGORY,QUANTITY,UNITPRICE,LINEAMOUNT
O01380,2025-01-02,C0564,Renee Salvi,918688199534,htara@gmail.com,P0013,Give,Electronics,3,2877.19,8631.57
O01380,2025-01-02,C0564,Renee Salvi,918688199534,htara@gmail.com,P0146,Buy,Fashion,2,18119.49,36238.98
O01380,2025-01-02,C0564,Renee Salvi,918688199534,htara@gmail.com,P0401,Reveal,Fashion,2,4209.04,8418.08
O01381,2025-08-01,C0733,Kabir Chawla,919331687435,ravikismat@gmail.com,P0131,Quite,Fashion,1,25134.94,25134.94
O01381,2025-08-01,C0733,Kabir Chawla,919331687435,ravikismat@gmail.com,P0340,Activity,Fashion,3,47305.7,141917.1
O01381,2025-08-01,C0733,Kabir Chawla,919331687435,ravikismat@gmail.com,P0123,Real,Electronics,2,3842.47,7684.94
O01382,2024-12-05,C0879,Saksham Mangal,917096100323,bchandra@gmail.com,P0436,I,Fashion,3,17907.21,53721.63
O01383,2025-05-23,C0969,Umang Tara,916128797071,mammencharvi@gmail.com,P0312,Hour,Home,3,26966.28,80898.84
O01383,2025-05-23,C0969,Umang Tara,916128797071,mammencharvi@gmail.com,P0426,Machine,Toys,3,33161.16,99483.48
O01384,2025-07-06,C0653,Bhamini Kohli,916872292966,sekhonnitara@gmail.com,P0032,Language,Fashion,2,22132.39,44264.78
O01384,2025-07-06,C0653,Bhamini Kohli,916872292966,sekhonnitara@gmail.com,P0491,Gun,Home,2,14220.38,28440.76
O01385,2025-08-30,C0119,Tara Bava,919675887009,parinaaz84@gmail.com,P0459,Still,Toys,1,5875.98,5875.98
O01385,2025-08-30,C0119,Tara Bava,919675887009,parinaaz84@gmail.com,P0172,Suggest,Toys,3,37358.39,112075.17
O01385,2025-08-30,C0119,Tara Bava,919675887009,parinaaz84@gmail.com,P0390,Hard,Books,1,47047.15,47047.15
O01386,2025-03-21,C0098,Priyansh Dutt,919462330079,bdass@gmail.com,P0420,Detail,Fashion,2,1072.49,2144.98
O01386,2025-03-21,C0098,Priyansh Dutt,919462330079,bdass@gmail.com,P0040,Practice,Home,1,27945.65,27945.65
O01386,2025-03-21,C0098,Priyansh Dutt,919462330079,bdass@gmail.com,P0209,Analysis,Books,3,25876.61,77629.83
O01387,2025-01-12,C0088,Bhavin Dash,918704207736,nakulchowdhury@gmail.com,P0227,Behavior,Electronics,1,36013.96,36013.96
O01387,2025-01-12,C0088,Bhavin Dash,918704207736,nakulchowdhury@gmail.com,P0111,Forward,Fashion,1,13770.51,13770.51
O01388,2024-09-30,C0531,Kabir Balakrishnan,918185434973,bbansal@gmail.com,P0231,Reality,Toys,2,36040.9,72081.8
O01389,2025-09-01,C0647,Jhanvi Sheth,918023374068,lakshay46@gmail.com,P0168,Soon,Fashion,1,16016.13,16016.13
O01389,2025-09-01,C0647,Jhanvi Sheth,918023374068,lakshay46@gmail.com,P0429,Free,Books,3,25226.17,75678.51
O01389,2025-09-01,C0647,Jhanvi Sheth,918023374068,lakshay46@gmail.com,P0253,Himself,Toys,1,28859.07,28859.07
O01389,2025-09-01,C0647,Jhanvi Sheth,918023374068,lakshay46@gmail.com,P0148,Will,Books,3,29281.73,87845.19
O01389,2025-09-01,C0647,Jhanvi Sheth,918023374068,lakshay46@gmail.com,P0354,Among,Electronics,2,42154.64,84309.28
O01390,2024-12-27,C0964,Hrishita Dubey,919063805964,nayantara85@gmail.com,P0128,West,Electronics,1,14179.39,14179.39
O01390,2024-12-27,C0964,Hrishita Dubey,919063805964,nayantara85@gmail.com,P0437,Card,Fashion,2,16672.54,33345.08
O01391,2025-06-15,C0744,Ishaan Bhardwaj,918906648624,duttasamar@gmail.com,P0220,Car,Grocery,3,15563.77,46691.31
O01391,2025-06-15,C0744,Ishaan Bhardwaj,918906648624,duttasamar@gmail.com,P0231,Reality,Toys,3,36040.9,108122.7
O01392,2025-06-05,C0911,Vihaan Kadakia,917116799759,fiyer@gmail.com,P0059,American,Grocery,1,5222.22,5222.22
O01392,2025-06-05,C0911,Vihaan Kadakia,917116799759,fiyer@gmail.com,P0058,Data,Fashion,2,19851.06,39702.12
O01393,2025-02-28,C0342,Priyansh Kuruvilla,919419242192,anyabadal@gmail.com,P0251,Check,Books,3,13197.73,39593.19
O01393,2025-02-28,C0342,Priyansh Kuruvilla,919419242192,anyabadal@gmail.com,P0265,Write,Grocery,3,30863.16,92589.48
O01393,2025-02-28,C0342,Priyansh Kuruvilla,919419242192,anyabadal@gmail.com,P0499,Make,Toys,2,22379.08,44758.16
O01393,2025-02-28,C0342,Priyansh Kuruvilla,919419242192,anyabadal@gmail.com,P0123,Real,Electronics,2,3842.47,7684.94
O01393,2025-02-28,C0342,Priyansh Kuruvilla,919419242192,anyabadal@gmail.com,P0182,Director,Electronics,2,28330.65,56661.3
O01394,2024-10-07,C0242,Indrans Chandran,916450361959,yuvraj-majumdar@gmail.com,P0051,Child,Home,3,907.17,2721.51
O01395,2025-08-16,C0704,Samaira Batra,919823544047,xkalita@gmail.com,P0487,Wind,Grocery,1,26054.97,26054.97
O01396,2025-04-27,C0820,Madhav Ramanathan,917601620947,fvarma@gmail.com,P0116,Mr,Fashion,1,7183.89,7183.89
O01396,2025-04-27,C0820,Madhav Ramanathan,917601620947,fvarma@gmail.com,P0068,Work,Electronics,3,14521.52,43564.56
O01397,2025-08-08,C0576,Gatik Mani,916951975831,elakshibhagat@gmail.com,P0442,Line,Grocery,3,48049.73,144149.19
O01398,2025-05-16,C0039,Raghav Kapur,917221905285,akarsh40@gmail.com,P0498,Alone,Grocery,3,23027.23,69081.69
O01398,2025-05-16,C0039,Raghav Kapur,917221905285,akarsh40@gmail.com,P0196,Someone,Fashion,2,31927.62,63855.24
O01398,2025-05-16,C0039,Raghav Kapur,917221905285,akarsh40@gmail.com,P0281,National,Electronics,2,43942.41,87884.82
O01398,2025-05-16,C0039,Raghav Kapur,917221905285,akarsh40@gmail.com,P0106,Agreement,Grocery,3,33426.3,100278.9
O01399,2025-04-02,C0779,Riya Mallick,916811754050,maharajanaya@gmail.com,P0063,Bad,Home,3,1796.02,5388.06
O01399,2025-04-02,C0779,Riya Mallick,916811754050,maharajanaya@gmail.com,P0109,Sister,Home,3,29170.71,87512.13
O01399,2025-04-02,C0779,Riya Mallick,916811754050,maharajanaya@gmail.com,P0228,World,Home,2,42687.6,85375.2
O01400,2025-08-20,C0621,Vanya Swaminathan,916633272577,prerakvarghese@gmail.com,P0406,Until,Fashion,2,35664.69,71329.38
O01400,2025-08-20,C0621,Vanya Swaminathan,916633272577,prerakvarghese@gmail.com,P0493,Would,Toys,1,26066.08,26066.08
O01401,2024-11-13,C0738,Jivika Suresh,919545898836,baradkavya@gmail.com,P0093,Improve,Books,1,43974.96,43974.96
O01401,2024-11-13,C0738,Jivika Suresh,919545898836,baradkavya@gmail.com,P0400,However,Toys,1,24051.41,24051.41
O01401,2024-11-13,C0738,Jivika Suresh,919545898836,baradkavya@gmail.com,P0132,Fear,Books,3,16953.1,50859.3
O01402,2025-09-02,C0570,Anaya Kumer,918879052335,duttafaiyaz@gmail.com,P0253,Himself,Toys,2,28859.07,57718.14
O01402,2025-09-02,C0570,Anaya Kumer,918879052335,duttafaiyaz@gmail.com,P0430,Hot,Grocery,3,43351.68,130055.04
O01402,2025-09-02,C0570,Anaya Kumer,918879052335,duttafaiyaz@gmail.com,P0398,North,Home,1,42310.86,42310.86
O01403,2024-09-07,C0109,Eva Subramanian,918743808858,randra@gmail.com,P0205,Low,Books,3,3894.6,11683.8
O01403,2024-09-07,C0109,Eva Subramanian,918743808858,randra@gmail.com,P0244,Friend,Grocery,3,44739.64,134218.92
O01404,2025-01-15,C0812,Shanaya Rama,919932258973,dhanuk33@gmail.com,P0405,Number,Books,2,36701.41,73402.82
O01405,2025-04-14,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0153,Dark,Electronics,1,47262.3,47262.3
O01405,2025-04-14,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0350,Maintain,Grocery,3,34831.08,104493.24
O01405,2025-04-14,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0461,Five,Grocery,2,16984.87,33969.74
O01405,2025-04-14,C0455,Shlok Zacharia,917312864140,fchoudhary@gmail.com,P0180,Section,Electronics,3,15179.3,45537.9
O01406,2025-02-28,C0960,Vanya Dara,918762930038,mohanlal85@gmail.com,P0481,Test,Fashion,1,19065.63,19065.63
O01406,2025-02-28,C0960,Vanya Dara,918762930038,mohanlal85@gmail.com,P0354,Among,Electronics,2,42154.64,84309.28
O01407,2024-10-23,C0600,Lagan Sarna,917736173448,arnav61@gmail.com,P0280,Stay,Grocery,1,33100.84,33100.84
O01408,2025-05-05,C0648,Khushi Chada,918529599855,tejas23@gmail.com,P0434,Foot,Home,3,5572.57,16717.71
O01408,2025-05-05,C0648,Khushi Chada,918529599855,tejas23@gmail.com,P0493,Would,Toys,1,26066.08,26066.08
O01408,2025-05-05,C0648,Khushi Chada,918529599855,tejas23@gmail.com,P0250,Sea,Electronics,2,16084.33,32168.66
O01409,2024-10-15,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0071,Next,Toys,3,31890.26,95670.78
O01410,2025-08-27,C0279,Amira Bhalla,919143913654,saranvritika@gmail.com,P0294,Enough,Toys,3,28895.66,86686.98
O01410,2025-08-27,C0279,Amira Bhalla,919143913654,saranvritika@gmail.com,P0304,Give,Grocery,3,4472.77,13418.31
O01410,2025-08-27,C0279,Amira Bhalla,919143913654,saranvritika@gmail.com,P0146,Buy,Fashion,2,18119.49,36238.98
O01411,2025-03-31,C0789,Keya Wable,916667768255,wbal@gmail.com,P0280,Stay,Grocery,1,33100.84,33100.84
O01412,2025-08-09,C0678,Farhan Ahuja,918054756138,thakkargatik@gmail.com,P0320,Sort,Fashion,1,1924.24,1924.24
O01412,2025-08-09,C0678,Farhan Ahuja,918054756138,thakkargatik@gmail.com,P0123,Real,Electronics,2,3842.47,7684.94
O01412,2025-08-09,C0678,Farhan Ahuja,918054756138,thakkargatik@gmail.com,P0253,Himself,Toys,3,28859.07,86577.21
O01413,2024-12-13,C0894,Veer Golla,919144759647,kchoudhary@gmail.com,P0295,Goal,Electronics,1,197.81,197.81
O01414,2025-07-23,C0374,Zain Karpe,919502187902,baijukalita@gmail.com,P0446,Personal,Home,1,42866.03,42866.03
O01415,2025-08-09,C0880,Ritvik Anne,917511062444,salvinirvaan@gmail.com,P0167,Growth,Fashion,3,9807.77,29423.31
O01416,2025-02-25,C0165,Krish Lal,918004041971,pariraju@gmail.com,P0008,Step,Grocery,3,21635.32,64905.96
O01417,2025-07-28,C0237,Uthkarsh Chaudhari,918835857328,pbhalla@gmail.com,P0400,However,Toys,2,24051.41,48102.82
O01418,2025-01-13,C0321,Seher Wali,917607699859,aarushagarwal@gmail.com,P0308,Somebody,Grocery,2,7191.81,14383.62
O01419,2025-01-26,C0855,Zain Gade,919994905538,ytak@gmail.com,P0382,Member,Books,2,10297.15,20594.3
O01419,2025-01-26,C0855,Zain Gade,919994905538,ytak@gmail.com,P0331,Line,Fashion,1,39780.07,39780.07
O01419,2025-01-26,C0855,Zain Gade,919994905538,ytak@gmail.com,P0165,Still,Grocery,2,37256.63,74513.26
O01419,2025-01-26,C0855,Zain Gade,919994905538,ytak@gmail.com,P0401,Reveal,Fashion,1,4209.04,4209.04
O01419,2025-01-26,C0855,Zain Gade,919994905538,ytak@gmail.com,P0245,Later,Fashion,2,34444.1,68888.2
O01420,2025-05-11,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0477,Executive,Home,1,40796.04,40796.04
O01420,2025-05-11,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0293,Money,Grocery,2,486.78,973.56
O01421,2024-10-06,C0524,Anya Biswas,916722937890,kabirsani@gmail.com,P0266,Relate,Fashion,1,24933.26,24933.26
O01421,2024-10-06,C0524,Anya Biswas,916722937890,kabirsani@gmail.com,P0468,Industry,Home,1,34232.29,34232.29
O01422,2025-04-26,C0148,Kanav Dani,919201030424,ira20@gmail.com,P0224,Each,Fashion,1,595.03,595.03
O01423,2025-04-17,C0549,Suhana Kakar,917457685695,qlala@gmail.com,P0261,Movie,Toys,1,34647.61,34647.61
O01423,2025-04-17,C0549,Suhana Kakar,917457685695,qlala@gmail.com,P0400,However,Toys,1,24051.41,24051.41
O01424,2025-05-29,C0736,Aayush Basak,918518944783,evajani@gmail.com,P0228,World,Home,1,42687.6,42687.6
O01425,2024-10-31,C0162,Anahita Chopra,919022597374,yasmin97@gmail.com,P0368,Theory,Books,2,28749.17,57498.34
O01425,2024-10-31,C0162,Anahita Chopra,919022597374,yasmin97@gmail.com,P0092,Tell,Home,3,40584.21,121752.63
O01425,2024-10-31,C0162,Anahita Chopra,919022597374,yasmin97@gmail.com,P0239,Girl,Fashion,3,1403.24,4209.72
O01426,2025-04-21,C0102,Riya Bedi,917194780137,xloke@gmail.com,P0313,Condition,Toys,3,36907.6,110722.8
O01426,2025-04-21,C0102,Riya Bedi,917194780137,xloke@gmail.com,P0170,She,Books,3,26961.11,80883.33
O01426,2025-04-21,C0102,Riya Bedi,917194780137,xloke@gmail.com,P0429,Free,Books,1,25226.17,25226.17
O01426,2025-04-21,C0102,Riya Bedi,917194780137,xloke@gmail.com,P0120,Able,Books,2,37572.81,75145.62
O01427,2025-09-02,C0721,Tiya Sur,918078971498,rattadamini@gmail.com,P0329,Within,Grocery,1,36526.35,36526.35
O01427,2025-09-02,C0721,Tiya Sur,918078971498,rattadamini@gmail.com,P0195,Difficult,Toys,2,38374.95,76749.9
O01427,2025-09-02,C0721,Tiya Sur,918078971498,rattadamini@gmail.com,P0094,Foot,Electronics,2,39141.36,78282.72
O01427,2025-09-02,C0721,Tiya Sur,918078971498,rattadamini@gmail.com,P0328,Born,Home,2,7635.87,15271.74
O01428,2024-10-06,C0163,Bhavin Lalla,917948504374,johalaniruddh@gmail.com,P0333,Type,Grocery,3,5203.19,15609.57
O01428,2024-10-06,C0163,Bhavin Lalla,917948504374,johalaniruddh@gmail.com,P0087,Hotel,Fashion,2,2608.49,5216.98
O01428,2024-10-06,C0163,Bhavin Lalla,917948504374,johalaniruddh@gmail.com,P0025,Ground,Electronics,1,32682.8,32682.8
O01428,2024-10-06,C0163,Bhavin Lalla,917948504374,johalaniruddh@gmail.com,P0181,Store,Electronics,2,7171.29,14342.58
O01429,2024-10-24,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0088,Interesting,Books,2,23862.35,47724.7
O01429,2024-10-24,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0161,Down,Fashion,2,28997.9,57995.8
O01429,2024-10-24,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0157,Establish,Home,3,159.01,477.03
O01429,2024-10-24,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0143,Protect,Toys,2,38572.8,77145.6
O01430,2025-06-21,C0184,Priyansh Chakrabarti,919586488505,irabhagat@gmail.com,P0346,Manage,Electronics,1,13256.96,13256.96
O01431,2025-08-08,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0435,Leader,Home,1,47966.92,47966.92
O01431,2025-08-08,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0413,Describe,Electronics,1,11998.55,11998.55
O01431,2025-08-08,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0463,Enough,Books,2,8622.35,17244.7
O01432,2024-12-30,C0032,Shayak Dewan,916884208208,armaansandhu@gmail.com,P0477,Executive,Home,2,40796.04,81592.08
O01432,2024-12-30,C0032,Shayak Dewan,916884208208,armaansandhu@gmail.com,P0452,Gun,Books,1,28509.16,28509.16
O01432,2024-12-30,C0032,Shayak Dewan,916884208208,armaansandhu@gmail.com,P0453,Official,Grocery,1,34440.96,34440.96
O01432,2024-12-30,C0032,Shayak Dewan,916884208208,armaansandhu@gmail.com,P0199,Employee,Electronics,3,21332.0,63996.0
O01432,2024-12-30,C0032,Shayak Dewan,916884208208,armaansandhu@gmail.com,P0030,Opportunity,Toys,3,12911.03,38733.09
O01433,2024-11-05,C0232,Prisha Shroff,918761622638,qbajwa@gmail.com,P0161,Down,Fashion,2,28997.9,57995.8
O01433,2024-11-05,C0232,Prisha Shroff,918761622638,qbajwa@gmail.com,P0338,Such,Books,3,38071.08,114213.24
O01433,2024-11-05,C0232,Prisha Shroff,918761622638,qbajwa@gmail.com,P0031,Strategy,Toys,3,3707.32,11121.96
O01434,2025-05-11,C0988,Vaibhav Sampath,916389288186,taimur49@gmail.com,P0371,Writer,Grocery,3,15840.23,47520.69
O01434,2025-05-11,C0988,Vaibhav Sampath,916389288186,taimur49@gmail.com,P0387,Take,Electronics,2,37111.49,74222.98
O01434,2025-05-11,C0988,Vaibhav Sampath,916389288186,taimur49@gmail.com,P0104,Choice,Home,1,25936.71,25936.71
O01434,2025-05-11,C0988,Vaibhav Sampath,916389288186,taimur49@gmail.com,P0487,Wind,Grocery,3,26054.97,78164.91
O01434,2025-05-11,C0988,Vaibhav Sampath,916389288186,taimur49@gmail.com,P0490,They,Home,2,2217.14,4434.28
O01435,2025-03-20,C0211,Zain Khatri,918451551517,lakshit23@gmail.com,P0005,Third,Electronics,3,17555.54,52666.62
O01435,2025-03-20,C0211,Zain Khatri,918451551517,lakshit23@gmail.com,P0090,Create,Electronics,1,4541.22,4541.22
O01435,2025-03-20,C0211,Zain Khatri,918451551517,lakshit23@gmail.com,P0392,Book,Home,3,11405.72,34217.16
O01436,2024-11-03,C0124,Lakshit Halder,918679602627,batramahika@gmail.com,P0139,Poor,Toys,3,38016.17,114048.51
O01436,2024-11-03,C0124,Lakshit Halder,918679602627,batramahika@gmail.com,P0243,Although,Electronics,3,39529.4,118588.2
O01437,2025-07-29,C0192,Miraan Saxena,916778637805,sakshamrajagopalan@gmail.com,P0242,Guess,Grocery,1,29562.1,29562.1
O01437,2025-07-29,C0192,Miraan Saxena,916778637805,sakshamrajagopalan@gmail.com,P0093,Improve,Books,2,43974.96,87949.92
O01437,2025-07-29,C0192,Miraan Saxena,916778637805,sakshamrajagopalan@gmail.com,P0245,Later,Fashion,1,34444.1,34444.1
O01437,2025-07-29,C0192,Miraan Saxena,916778637805,sakshamrajagopalan@gmail.com,P0039,Home,Grocery,3,24312.94,72938.82
O01438,2024-11-13,C0844,Pranay Dubey,919913226409,asoman@gmail.com,P0188,Seat,Home,2,13140.53,26281.06
O01438,2024-11-13,C0844,Pranay Dubey,919913226409,asoman@gmail.com,P0369,Region,Books,1,29719.67,29719.67
O01438,2024-11-13,C0844,Pranay Dubey,919913226409,asoman@gmail.com,P0115,Run,Fashion,1,44401.73,44401.73
O01438,2024-11-13,C0844,Pranay Dubey,919913226409,asoman@gmail.com,P0240,Garden,Grocery,3,12458.89,37376.67
O01438,2024-11-13,C0844,Pranay Dubey,919913226409,asoman@gmail.com,P0236,Situation,Books,2,7364.61,14729.22
O01439,2025-06-14,C0316,Drishya Shere,917110197254,tejas21@gmail.com,P0441,Color,Toys,3,31441.06,94323.18
O01439,2025-06-14,C0316,Drishya Shere,917110197254,tejas21@gmail.com,P0497,Home,Grocery,1,14070.95,14070.95
O01439,2025-06-14,C0316,Drishya Shere,917110197254,tejas21@gmail.com,P0041,Tend,Toys,1,6624.75,6624.75
O01440,2025-07-26,C0123,Kimaya Dalal,919366570613,oorja07@gmail.com,P0386,Thus,Toys,1,26873.03,26873.03
O01441,2025-02-13,C0498,Samaira Sampath,917277305277,rameshadvika@gmail.com,P0135,Plan,Fashion,2,27769.28,55538.56
O01442,2024-12-18,C0704,Samaira Batra,919823544047,xkalita@gmail.com,P0481,Test,Fashion,3,19065.63,57196.89
O01442,2024-12-18,C0704,Samaira Batra,919823544047,xkalita@gmail.com,P0235,Ball,Electronics,1,36018.57,36018.57
O01442,2024-12-18,C0704,Samaira Batra,919823544047,xkalita@gmail.com,P0325,Sell,Home,2,8305.03,16610.06
O01443,2025-02-01,C0990,Aniruddh Dave,918652344780,farhan76@gmail.com,P0305,Alone,Grocery,3,12384.66,37153.98
O01444,2025-08-30,C0597,Prisha Swaminathan,916381919825,farhanrajagopal@gmail.com,P0296,Safe,Grocery,3,6885.75,20657.25
O01445,2024-09-24,C0056,Vardaniya Halder,918215998940,grewalritvik@gmail.com,P0253,Himself,Toys,3,28859.07,86577.21
O01445,2024-09-24,C0056,Vardaniya Halder,918215998940,grewalritvik@gmail.com,P0022,Husband,Electronics,3,33123.51,99370.53
O01445,2024-09-24,C0056,Vardaniya Halder,918215998940,grewalritvik@gmail.com,P0494,Technology,Fashion,1,26389.15,26389.15
O01446,2025-08-19,C0366,Manjari Bhagat,917821455871,sherecharvi@gmail.com,P0444,Bit,Grocery,1,6982.49,6982.49
O01446,2025-08-19,C0366,Manjari Bhagat,917821455871,sherecharvi@gmail.com,P0019,Such,Fashion,3,14547.49,43642.47
O01447,2024-10-15,C0717,Stuvan Barman,919485261341,birvardaniya@gmail.com,P0298,Bring,Grocery,3,10120.73,30362.19
O01447,2024-10-15,C0717,Stuvan Barman,919485261341,birvardaniya@gmail.com,P0220,Car,Grocery,2,15563.77,31127.54
O01447,2024-10-15,C0717,Stuvan Barman,919485261341,birvardaniya@gmail.com,P0362,Thank,Fashion,1,18203.86,18203.86
O01447,2024-10-15,C0717,Stuvan Barman,919485261341,birvardaniya@gmail.com,P0297,Interview,Home,1,39804.91,39804.91
O01447,2024-10-15,C0717,Stuvan Barman,919485261341,birvardaniya@gmail.com,P0104,Choice,Home,2,25936.71,51873.42
O01448,2024-09-24,C0521,Prerak Lanka,919748381833,hazel00@gmail.com,P0043,Case,Fashion,3,31823.55,95470.65
O01448,2024-09-24,C0521,Prerak Lanka,919748381833,hazel00@gmail.com,P0118,Support,Home,3,35996.16,107988.48
O01448,2024-09-24,C0521,Prerak Lanka,919748381833,hazel00@gmail.com,P0308,Somebody,Grocery,1,7191.81,7191.81
O01449,2025-08-13,C0001,Lakshit Kant,916845497916,misha38@gmail.com,P0002,Big,Books,3,29810.32,89430.96
O01449,2025-08-13,C0001,Lakshit Kant,916845497916,misha38@gmail.com,P0309,Represent,Electronics,2,4996.03,9992.06
O01450,2025-02-10,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0253,Himself,Toys,1,28859.07,28859.07
O01450,2025-02-10,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0438,Build,Fashion,3,25867.34,77602.02
O01450,2025-02-10,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0342,Throughout,Fashion,3,11727.32,35181.96
O01451,2025-05-19,C0180,Sara Som,917828894434,vivaankulkarni@gmail.com,P0073,Pull,Grocery,3,29600.94,88802.82
O01452,2025-03-26,C0326,Adira Batta,917962228767,ykhare@gmail.com,P0429,Free,Books,2,25226.17,50452.34
O01452,2025-03-26,C0326,Adira Batta,917962228767,ykhare@gmail.com,P0151,Artist,Home,3,33499.86,100499.58
O01452,2025-03-26,C0326,Adira Batta,917962228767,ykhare@gmail.com,P0310,Data,Toys,1,32555.16,32555.16
O01452,2025-03-26,C0326,Adira Batta,917962228767,ykhare@gmail.com,P0325,Sell,Home,1,8305.03,8305.03
O01453,2024-11-20,C0090,Rohan Suresh,917512525425,vbir@gmail.com,P0337,Voice,Electronics,1,4887.85,4887.85
O01453,2024-11-20,C0090,Rohan Suresh,917512525425,vbir@gmail.com,P0074,Read,Home,3,31600.59,94801.77
O01453,2024-11-20,C0090,Rohan Suresh,917512525425,vbir@gmail.com,P0003,Cell,Electronics,2,48147.23,96294.46
O01454,2024-10-11,C0741,Mannat Kant,916366535947,neysa05@gmail.com,P0193,Whole,Home,2,2379.84,4759.68
O01454,2024-10-11,C0741,Mannat Kant,916366535947,neysa05@gmail.com,P0492,Forward,Fashion,3,5178.13,15534.39
O01455,2025-07-14,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0101,Decision,Books,3,11437.75,34313.25
O01455,2025-07-14,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0171,Approach,Books,1,7881.56,7881.56
O01455,2025-07-14,C0241,Samaira Soman,918498340735,kabirbuch@gmail.com,P0377,Old,Grocery,3,15509.49,46528.47
O01456,2025-06-12,C0079,Vidur Bajaj,918676396157,kannannayantara@gmail.com,P0276,All,Books,1,17066.13,17066.13
O01456,2025-06-12,C0079,Vidur Bajaj,918676396157,kannannayantara@gmail.com,P0282,Long,Toys,3,38700.74,116102.22
O01456,2025-06-12,C0079,Vidur Bajaj,918676396157,kannannayantara@gmail.com,P0162,Population,Home,3,48541.96,145625.88
O01456,2025-06-12,C0079,Vidur Bajaj,918676396157,kannannayantara@gmail.com,P0033,Smile,Electronics,3,7304.63,21913.89
O01456,2025-06-12,C0079,Vidur Bajaj,918676396157,kannannayantara@gmail.com,P0294,Enough,Toys,3,28895.66,86686.98
O01457,2024-11-21,C0465,Indrajit Bava,918668607006,shayak10@gmail.com,P0389,Can,Grocery,2,2990.09,5980.18
O01457,2024-11-21,C0465,Indrajit Bava,918668607006,shayak10@gmail.com,P0026,Mouth,Toys,3,13404.03,40212.09
O01458,2024-12-03,C0848,Damini Chawla,917774212080,jayanbrar@gmail.com,P0342,Throughout,Fashion,1,11727.32,11727.32
O01459,2024-11-15,C0431,Zara Chopra,917210537469,kapurpihu@gmail.com,P0325,Sell,Home,2,8305.03,16610.06
O01459,2024-11-15,C0431,Zara Chopra,917210537469,kapurpihu@gmail.com,P0498,Alone,Grocery,3,23027.23,69081.69
O01459,2024-11-15,C0431,Zara Chopra,917210537469,kapurpihu@gmail.com,P0252,Democrat,Home,2,27839.73,55679.46
O01460,2025-05-16,C0703,Parinaaz Chakrabarti,918211956232,shamikdasgupta@gmail.com,P0235,Ball,Electronics,1,36018.57,36018.57
O01460,2025-05-16,C0703,Parinaaz Chakrabarti,918211956232,shamikdasgupta@gmail.com,P0449,Start,Books,2,31877.19,63754.38
O01460,2025-05-16,C0703,Parinaaz Chakrabarti,918211956232,shamikdasgupta@gmail.com,P0364,Owner,Home,2,28432.83,56865.66
O01460,2025-05-16,C0703,Parinaaz Chakrabarti,918211956232,shamikdasgupta@gmail.com,P0151,Artist,Home,3,33499.86,100499.58
O01461,2025-08-14,C0571,Oorja Tank,916871686600,doratanya@gmail.com,P0425,Born,Home,3,23771.25,71313.75
O01461,2025-08-14,C0571,Oorja Tank,916871686600,doratanya@gmail.com,P0028,Doctor,Home,2,169.02,338.04
O01461,2025-08-14,C0571,Oorja Tank,916871686600,doratanya@gmail.com,P0164,Day,Electronics,1,9669.61,9669.61
O01461,2025-08-14,C0571,Oorja Tank,916871686600,doratanya@gmail.com,P0497,Home,Grocery,1,14070.95,14070.95
O01462,2024-11-09,C0970,Raunak Amble,919882497282,tripathiriya@gmail.com,P0255,Born,Books,2,22491.06,44982.12
O01462,2024-11-09,C0970,Raunak Amble,919882497282,tripathiriya@gmail.com,P0439,Share,Toys,3,18005.17,54015.51
O01463,2024-10-19,C0116,Nakul Iyengar,917088425396,riaan24@gmail.com,P0129,Trip,Grocery,3,26497.65,79492.95
O01463,2024-10-19,C0116,Nakul Iyengar,917088425396,riaan24@gmail.com,P0217,Building,Fashion,2,43359.09,86718.18
O01464,2024-11-25,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0301,Everything,Toys,1,17437.95,17437.95
O01464,2024-11-25,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0358,Method,Toys,3,20030.96,60092.88
O01465,2025-05-15,C0705,Anaya Gera,918210345113,bhayer@gmail.com,P0479,Popular,Electronics,1,20646.55,20646.55
O01465,2025-05-15,C0705,Anaya Gera,918210345113,bhayer@gmail.com,P0469,Do,Toys,3,8436.34,25309.02
